index,seq_number,content_encripted,high_security,n_forwards,destination,timestamp_sent,timestamp_received,current_pkt_frequency,latency,l_1,l_2
145,145,zp7nf2e672j,false,1,192.168.1.114,1623443870297,1623443870299,100,2,2,
146,146,01856408F39B0000,true,3,192.168.1.112,1623443870309,1623443870318,100,9,,9
147,147,i4y2li35yk,false,1,192.168.1.114,1623443870321,1623443870323,100,2,2,
148,148,3n25n9ck165,false,1,192.168.1.114,1623443870331,1623443870333,100,2,2,
149,149,i2pry2s5a4l,false,1,192.168.1.114,1623443870341,1623443870343,100,2,2,
150,150,tmmpx8kibs,false,1,192.168.1.114,1623443870351,1623443870353,100,2,2,
151,151,C9AB7F8CFD2B0000,true,3,192.168.1.112,1623443870364,1623443870373,100,9,,9
152,152,0DA44F8353960000,true,3,192.168.1.112,1623443870376,1623443870386,100,10,,10
153,153,ml1bw1ny73r,false,1,192.168.1.114,1623443870387,1623443870389,100,2,2,
154,154,D3147F67A3070001,true,3,192.168.1.112,1623443870399,1623443870408,100,9,,9
155,155,jfbb7mkrfab,false,1,192.168.1.114,1623443870409,1623443870411,100,2,2,
156,156,D874880B838D0000,true,3,192.168.1.112,1623443870422,1623443870431,100,9,,9
157,157,thn1427yzj8,false,1,192.168.1.114,1623443870432,1623443870434,100,2,2,
158,158,r9i8nmamih,false,1,192.168.1.114,1623443870443,1623443870445,100,2,2,
159,159,8254730531670001,true,3,192.168.1.112,1623443870456,1623443870466,100,10,,10
160,160,9383D7010BCC0001,true,3,192.168.1.112,1623443870469,1623443870479,100,10,,10
161,161,6q830i4ljct,false,1,192.168.1.114,1623443870480,1623443870483,100,3,3,
162,162,4EA42FC273B10000,true,3,192.168.1.112,1623443870493,1623443870502,100,9,,9
163,163,tii4yjkt2do,false,1,192.168.1.114,1623443870505,1623443870506,100,1,1,
164,164,4F045E9953340000,true,3,192.168.1.112,1623443870517,1623443870526,100,9,,9
165,165,9C318F08A3CC0000,true,3,192.168.1.112,1623443870530,1623443870540,100,10,,10
166,166,vtl3m7n7rwk,false,1,192.168.1.114,1623443870542,1623443870544,100,2,2,
167,167,8q8uesvzrsr,false,1,192.168.1.114,1623443870552,1623443870554,100,2,2,
168,168,p9c0vl1r92c,false,1,192.168.1.114,1623443870562,1623443870564,100,2,2,
169,169,483D4D07A3E00001,true,3,192.168.1.112,1623443870574,1623443870584,100,10,,10
170,170,3kq4thsd0cy,false,1,192.168.1.114,1623443870586,1623443870588,100,2,2,
171,171,hbuqezfrlo,false,1,192.168.1.114,1623443870596,1623443870598,100,2,2,
172,172,02F31F730CB10001,true,3,192.168.1.112,1623443870608,1623443870617,100,9,,9
173,173,omxtwmf5z3,false,1,192.168.1.114,1623443870618,1623443870620,100,2,2,
174,174,41146F4E53A60001,true,3,192.168.1.112,1623443870631,1623443870641,100,10,,10
175,175,C0647D09E33F0000,true,3,192.168.1.112,1623443870646,1623443870656,100,10,,10
176,176,dcyp2oy0q3f,false,1,192.168.1.114,1623443870658,1623443870660,100,2,2,
177,177,qyqulwges3,false,1,192.168.1.114,1623443870670,1623443870672,100,2,2,
178,178,s1j6m279dv,false,1,192.168.1.114,1623443870682,1623443870685,100,3,3,
179,179,6784E7A803B60000,true,3,192.168.1.112,1623443870697,1623443870707,100,10,,10
180,180,xffkxkez1a,false,1,192.168.1.114,1623443870709,1623443870712,100,3,3,
181,181,p7f4rati5zq,false,1,192.168.1.114,1623443870720,1623443870723,100,3,3,
182,182,47l0tgepeb8,false,1,192.168.1.114,1623443870731,1623443870734,100,3,3,
183,183,ucif8dtin4i,false,1,192.168.1.114,1623443870743,1623443870745,100,2,2,
184,184,m7qxd0twcdq,false,1,192.168.1.114,1623443870755,1623443870757,100,2,2,
185,185,800F7B4733340001,true,3,192.168.1.112,1623443870769,1623443870779,100,10,,10
186,186,81975F4883680000,true,3,192.168.1.112,1623443870784,1623443870794,100,10,,10
187,187,3i0b49v1j1e,false,1,192.168.1.114,1623443870796,1623443870798,100,2,2,
188,188,vuen9khij6,false,1,192.168.1.114,1623443870808,1623443870810,100,2,2,
189,189,wrcmdcytjjd,false,1,192.168.1.114,1623443870820,1623443870822,100,2,2,
190,190,sfuubrhb5xa,false,1,192.168.1.114,1623443870832,1623443870834,100,2,2,
191,191,0j5w2mnxelr4,false,1,192.168.1.114,1623443870843,1623443870845,100,2,2,
192,193,z1jtcosmgad,false,1,192.168.1.114,1623443870869,1623443870872,100,3,3,
193,192,46144DDFD36F0001,true,3,192.168.1.112,1623443870858,1623443870874,100,16,,16
194,194,7669mcflkyb,false,1,192.168.1.114,1623443870880,1623443870883,100,3,3,
195,195,cxfmwkxo4ko,false,1,192.168.1.114,1623443870891,1623443870893,100,2,2,
196,197,jio89e4pwv,false,1,192.168.1.114,1623443870918,1623443870920,100,2,2,
197,196,40A2EF0133800000,true,3,192.168.1.112,1623443870906,1623443870922,100,16,,16
198,198,a310o2khs,false,1,192.168.1.114,1623443870929,1623443870932,100,3,3,
199,199,volqwbofbt,false,1,192.168.1.114,1623443870941,1623443870943,100,2,2,
200,200,i1hnfdl6zt,false,1,192.168.1.114,1623443870952,1623443870954,100,2,2,
201,201,06peoa3252pv,false,1,192.168.1.114,1623443870963,1623443870965,100,2,2,
202,202,B90CD10C5D770000,true,3,192.168.1.112,1623443870977,1623443870992,100,15,,15
203,204,mitwhy9am4,false,1,192.168.1.114,1623443871003,1623443871006,100,3,3,
204,203,0344972CFEF70000,true,3,192.168.1.112,1623443870992,1623443871008,100,16,,16
205,205,amduduy7n9n,false,1,192.168.1.114,1623443871014,1623443871017,100,3,3,
206,206,all7p3zs3q,false,1,192.168.1.114,1623443871025,1623443871028,100,3,3,
207,207,gfzs419o2ki,false,1,192.168.1.114,1623443871036,1623443871038,100,2,2,
208,208,7451jsvs4vu,false,1,192.168.1.114,1623443871049,1623443871051,100,2,2,
209,209,you75lfkphb,false,1,192.168.1.114,1623443871059,1623443871062,100,3,3,
210,210,7ja82cpxo8a,false,1,192.168.1.114,1623443871070,1623443871073,100,3,3,
211,211,43345B8053EB0000,true,3,192.168.1.112,1623443871085,1623443871100,100,15,,15
212,213,okovuq8qsd,false,1,192.168.1.114,1623443871111,1623443871114,100,3,3,
213,212,C7B4A240953F0000,true,3,192.168.1.112,1623443871099,1623443871116,100,17,,17
214,214,y1me8jm5cmk,false,1,192.168.1.114,1623443871123,1623443871125,100,2,2,
215,215,bwsp819jfrd,false,1,192.168.1.114,1623443871135,1623443871137,100,2,2,
216,216,ic340771rxd,false,1,192.168.1.114,1623443871147,1623443871149,100,2,2,
217,218,to7jyfnqhd9,false,1,192.168.1.114,1623443871172,1623443871175,100,3,3,
218,217,8377704DE3030001,true,3,192.168.1.112,1623443871161,1623443871177,100,16,,16
219,219,0C047FE860030000,true,3,192.168.1.112,1623443871186,1623443871202,100,16,,16
220,221,q7ikxw9ufdm,false,1,192.168.1.114,1623443871214,1623443871217,100,3,3,
221,220,55944B0BAADD0001,true,3,192.168.1.112,1623443871202,1623443871218,100,16,,16
222,222,htpqk1ssx7p,false,1,192.168.1.114,1623443871226,1623443871228,100,2,2,
223,223,fbkj3w1ntqm,false,1,192.168.1.114,1623443871238,1623443871240,100,2,2,
224,224,8104754329840001,true,3,192.168.1.112,1623443871253,1623443871268,100,15,,15
225,225,CF7A67C653C20001,true,3,192.168.1.112,1623443871269,1623443871284,100,15,,15
226,226,89346763230F0000,true,3,192.168.1.112,1623443871283,1623443871296,100,13,,13
227,227,834i0rvwszb,false,1,192.168.1.114,1623443871295,1623443871298,100,3,3,
228,228,4104DD3EF3160001,true,3,192.168.1.112,1623443871311,1623443871321,100,10,,10
229,229,B364577BA39F0000,true,3,192.168.1.112,1623443871325,1623443871334,100,9,,9
230,230,C2145B49D3FE0000,true,3,192.168.1.112,1623443871341,1623443871350,100,9,,9
231,231,0t1yb19bukb,false,1,192.168.1.114,1623443871352,1623443871354,100,2,2,
232,232,l55soc5junp,false,1,192.168.1.114,1623443871362,1623443871365,100,3,3,
233,233,x0t9x765j6j,false,1,192.168.1.114,1623443871373,1623443871376,100,3,3,
234,234,ujvi3dk7hq,false,1,192.168.1.114,1623443871384,1623443871387,100,3,3,
235,235,6u49yzauoh9,false,1,192.168.1.114,1623443871395,1623443871397,100,2,2,
236,236,yad080ypvih,false,1,192.168.1.114,1623443871407,1623443871409,100,2,2,
240,240,C3D4738719790000,true,3,192.168.1.112,1623443871461,1623443871471,100,10,,10
239,239,swxr65baefa,false,1,192.168.1.114,1623443871446,1623443871449,100,3,3,
237,237,0BE16B45F38C0001,true,3,192.168.1.112,1623443871423,1623443871433,100,10,,10
241,241,ryrjtctiwul,false,1,192.168.1.114,1623443871472,1623443871474,100,2,2,
243,243,0ucdurhfmt6,false,1,192.168.1.114,1623443871493,1623443871496,100,3,3,
242,242,4dwpp1uoipu,false,1,192.168.1.114,1623443871483,1623443871485,100,2,2,
244,244,o667khn1x3,false,1,192.168.1.114,1623443871504,1623443871507,100,3,3,
245,245,C06D6F8A9EBB0001,true,3,192.168.1.112,1623443871520,1623443871529,100,9,,9
246,246,5dklu0u9e0e,false,1,192.168.1.114,1623443871531,1623443871533,100,2,2,
247,247,jdvh99kf9wk,false,1,192.168.1.114,1623443871542,1623443871544,100,2,2,
248,248,C044AC4E8ED30000,true,3,192.168.1.112,1623443871556,1623443871566,100,10,,10
249,249,C0AA6B4DB07D0001,true,3,192.168.1.112,1623443871570,1623443871579,100,9,,9
250,250,C2546E729E5C0001,true,3,192.168.1.112,1623443871585,1623443871595,100,10,,10
251,251,79lssyo2yb7,false,1,192.168.1.114,1623443871596,1623443871598,100,2,2,
252,252,vts892zvpys,false,1,192.168.1.114,1623443871607,1623443871609,100,2,2,
253,253,09443F8F9CF40000,true,3,192.168.1.112,1623443871621,1623443871630,100,9,,9
254,254,30A475D9D35F0000,true,3,192.168.1.112,1623443871636,1623443871645,100,9,,9
255,255,yuxk6jqzffo,false,1,192.168.1.114,1623443871647,1623443871649,100,2,2,
258,258,4374E74EFD280002,true,3,192.168.1.112,1623443871683,1623443871694,100,11,,11
256,256,vrz1nn339so,false,1,192.168.1.114,1623443871658,1623443871663,100,5,5,
257,257,pecu638gge8,false,1,192.168.1.114,1623443871669,1623443871671,100,2,2,
259,259,4xxvu8l80lx,false,1,192.168.1.114,1623443871695,1623443871697,100,2,2,
260,260,11D4E7CCA1F40001,true,3,192.168.1.112,1623443871711,1623443871720,100,9,,9
261,261,b2ndwc5y16w,false,1,192.168.1.114,1623443871722,1623443871724,100,2,2,
262,262,C0806BBDD31E0001,true,3,192.168.1.112,1623443871736,1623443871745,100,9,,9
263,263,2rlv8plc3c7,false,1,192.168.1.114,1623443871748,1623443871750,100,2,2,
264,264,65A7674B83610000,true,3,192.168.1.112,1623443871763,1623443871773,100,10,,10
265,265,3u22d3ie47p,false,1,192.168.1.114,1623443871774,1623443871776,100,2,2,
266,266,83A977C7233C0001,true,3,192.168.1.112,1623443871789,1623443871799,100,10,,10
267,267,066925706ED70001,true,3,192.168.1.112,1623443871804,1623443871814,100,10,,10
268,268,0C1843D2C3FD0000,true,3,192.168.1.112,1623443871820,1623443871829,100,9,,9
269,269,809D734733350001,true,3,192.168.1.112,1623443871835,1623443871843,100,8,,8
270,270,81546FEAC2290000,true,3,192.168.1.112,1623443871849,1623443871859,100,10,,10
271,271,68o8cbb95yc,false,1,192.168.1.114,1623443871860,1623443871862,100,2,2,
272,272,01644B7BC6C50000,true,3,192.168.1.112,1623443871875,1623443871884,100,9,,9
273,273,0D6D43476B940000,true,3,192.168.1.112,1623443871889,1623443871901,100,12,,12
274,274,8wmxdasiycc,false,1,192.168.1.114,1623443871901,1623443871903,100,2,2,
275,275,sbjchiw32jg,false,1,192.168.1.114,1623443871913,1623443871915,100,2,2,
276,276,y44u3sgcnwj,false,1,192.168.1.114,1623443871925,1623443871927,100,2,2,
277,277,jtem5dhatr,false,1,192.168.1.114,1623443871937,1623443871939,100,2,2,
278,278,hfx44xd7qn9,false,1,192.168.1.114,1623443871948,1623443871950,100,2,2,
279,279,vrjoy4kbsgq,false,1,192.168.1.114,1623443871959,1623443871961,100,2,2,
280,280,rb9bzarpn9k,false,1,192.168.1.114,1623443871970,1623443871972,100,2,2,
281,281,B3037E48C1110000,true,3,192.168.1.112,1623443871984,1623443871994,100,10,,10
282,282,hnxwxam45g,false,1,192.168.1.114,1623443871996,1623443871998,100,2,2,
283,284,1n8uftavtgg,false,1,192.168.1.114,1623443872023,1623443872025,100,2,2,
284,283,4282637D836F0001,true,3,192.168.1.112,1623443872011,1623443872027,100,16,,16
285,285,4FE4473683890001,true,3,192.168.1.112,1623443872037,1623443872051,100,14,,14
286,286,1luedfg0rgki,false,1,192.168.1.114,1623443872049,1623443872053,100,4,4,
287,288,3fsp7wf3phs,false,1,192.168.1.114,1623443872077,1623443872080,100,3,3,
288,287,A2B44608F3990000,true,3,192.168.1.112,1623443872065,1623443872082,100,17,,17
289,289,pyepxsonshd,false,1,192.168.1.114,1623443872089,1623443872091,100,2,2,
290,290,a7kpqyaf2yh,false,1,192.168.1.114,1623443872100,1623443872102,100,2,2,
291,291,A2D4F30704DE0001,true,3,192.168.1.112,1623443872114,1623443872128,100,14,,14
292,292,63tmb51913s,false,1,192.168.1.114,1623443872126,1623443872130,100,4,4,
293,294,rfcnyvx3qz,false,1,192.168.1.114,1623443872152,1623443872155,100,3,3,
294,293,239463879BE90000,true,3,192.168.1.112,1623443872141,1623443872157,100,16,,16
295,295,0164520B6BE30001,true,3,192.168.1.112,1623443872167,1623443872181,100,14,,14
296,296,2BA3730A13150000,true,3,192.168.1.112,1623443872181,1623443872195,100,14,,14
298,298,4914C68203390000,true,3,192.168.1.112,1623443872211,1623443872225,100,14,,14
297,297,4076ADCFD3C60001,true,3,192.168.1.112,1623443872196,1623443872212,100,16,,16
299,299,4B14066833D80000,true,3,192.168.1.112,1623443872226,1623443872236,100,10,,10
300,300,x9r6mq1lt1q,false,1,192.168.1.114,1623443872237,1623443872239,100,2,2,
301,301,k8z1s6ny0m,false,1,192.168.1.114,1623443872248,1623443872251,100,3,3,
302,302,1v26m39lu8i,false,1,192.168.1.114,1623443872259,1623443872262,100,3,3,
304,304,qhvcdf9qrq,false,1,192.168.1.114,1623443872281,1623443872284,100,3,3,
303,303,dbk84cwf1xl,false,1,192.168.1.114,1623443872270,1623443872273,100,3,3,
305,305,11ava5f2i0t,false,1,192.168.1.114,1623443872293,1623443872295,100,2,2,
306,306,okrpd7t0lkr,false,1,192.168.1.114,1623443872305,1623443872307,100,2,2,
307,307,0DA44F8393960000,true,3,192.168.1.112,1623443872320,1623443872330,100,10,,10
