index,seq_number,content_encripted,high_security,n_forwards,destination,timestamp_sent,timestamp_received,current_pkt_frequency,latency,l_1,l_2
53,53,3p8iw7wa1i1,false,1,192.168.1.114,1623444513003,1623444513005,100,2,2,
54,54,t19i4cdlb0l,false,1,192.168.1.114,1623444513015,1623444513017,100,2,2,
55,56,xgbl0r25fh,false,1,192.168.1.114,1623444513040,1623444513042,100,2,2,
56,55,0B82568DB2B80001,true,3,192.168.1.112,1623444513030,1623444513045,100,15,,15
57,57,g6pvv97bepc,false,1,192.168.1.114,1623444513051,1623444513053,100,2,2,
58,58,mh89s9zrwr,false,1,192.168.1.114,1623444513069,1623444513071,100,2,2,
59,59,zq82h33m02,false,1,192.168.1.114,1623444513081,1623444513083,100,2,2,
60,60,ae89nczl52t,false,1,192.168.1.114,1623444513093,1623444513095,100,2,2,
61,61,5B148DCFC3300001,true,3,192.168.1.112,1623444513110,1623444513124,100,14,,14
62,62,53B066C6E4470001,true,3,192.168.1.112,1623444513123,1623444513138,100,15,,15
63,63,72B44B06D3210001,true,3,192.168.1.112,1623444513137,1623444513151,100,14,,14
64,64,DB64F08D2DC60000,true,3,192.168.1.112,1623444513149,1623444513163,100,14,,14
65,65,27ioe4kysv4,false,1,192.168.1.114,1623444513161,1623444513165,100,4,4,
66,66,d0zehx3ui5f,false,1,192.168.1.114,1623444513173,1623444513175,100,2,2,
67,67,nd3sjckoe6k,false,1,192.168.1.114,1623444513184,1623444513185,100,1,1,
68,69,376y13hpggd,false,1,192.168.1.114,1623444513209,1623444513211,100,2,2,
69,68,82646B0AA6E40000,true,3,192.168.1.112,1623444513197,1623444513213,100,16,,16
70,70,qxp20r4wqt,false,1,192.168.1.114,1623444513220,1623444513222,100,2,2,
71,71,5ke3d8z3r3j,false,1,192.168.1.114,1623444513230,1623444513232,100,2,2,
72,72,ypx9q6ddbgk,false,1,192.168.1.114,1623444513242,1623444513244,100,2,2,
73,73,xfuptbsvcb,false,1,192.168.1.114,1623444513253,1623444513255,100,2,2,
74,74,80C77BB5243B0001,true,3,192.168.1.112,1623444513265,1623444513280,100,15,,15
75,75,4344579B939F0000,true,3,192.168.1.112,1623444513279,1623444513294,100,15,,15
76,76,4194474DC3E60001,true,3,192.168.1.112,1623444513291,1623444513305,100,14,,14
77,77,1jftd7qefri,false,1,192.168.1.114,1623444513303,1623444513307,100,4,4,
78,79,pcy5d5rdxdk,false,1,192.168.1.114,1623444513329,1623444513331,100,2,2,
79,78,80944A42731E0000,true,3,192.168.1.112,1623444513318,1623444513333,100,15,,15
80,80,xq5bpznebyk,false,1,192.168.1.114,1623444513340,1623444513342,100,2,2,
81,81,1kwfvozohjh,false,1,192.168.1.114,1623444513351,1623444513353,100,2,2,
82,82,4jxih5j8yot,false,1,192.168.1.114,1623444513363,1623444513365,100,2,2,
83,83,5ywshux8jho,false,1,192.168.1.114,1623444513374,1623444513376,100,2,2,
84,84,C80464F91C2A0001,true,3,192.168.1.112,1623444513386,1623444513401,100,15,,15
85,85,7F44B7C603C90001,true,3,192.168.1.112,1623444513399,1623444513414,100,15,,15
86,87,2culfhy2tx,false,1,192.168.1.114,1623444513424,1623444513426,100,2,2,
87,86,C104874904810000,true,3,192.168.1.112,1623444513413,1623444513428,100,15,,15
88,88,i3i2qjr9vyd,false,1,192.168.1.114,1623444513435,1623444513436,100,1,1,
89,89,m1vumoa5ija,false,1,192.168.1.114,1623444513446,1623444513448,100,2,2,
90,90,kofojv1j8mn,false,1,192.168.1.114,1623444513458,1623444513460,100,2,2,
91,91,nb15f0jhk9p,false,1,192.168.1.114,1623444513469,1623444513471,100,2,2,
92,92,798qhatjwb5,false,1,192.168.1.114,1623444513480,1623444513482,100,2,2,
93,94,2xreubn4nxb,false,1,192.168.1.114,1623444513504,1623444513506,100,2,2,
94,93,8234630A71F90000,true,3,192.168.1.112,1623444513493,1623444513508,100,15,,15
95,96,b7cgllcik0r,false,1,192.168.1.114,1623444513528,1623444513530,100,2,2,
96,95,03344EEAA3B90000,true,3,192.168.1.112,1623444513516,1623444513532,100,16,,16
97,97,6hofyas15tw,false,1,192.168.1.114,1623444513540,1623444513542,100,2,2,
98,98,13n1sthbyipr,false,1,192.168.1.114,1623444513551,1623444513552,100,1,1,
99,99,dtt7ysoh94n,false,1,192.168.1.114,1623444513561,1623444513563,100,2,2,
100,100,vtte4oqq8fb,false,1,192.168.1.114,1623444513573,1623444513575,100,2,2,
101,101,2gsauuax1nz,false,1,192.168.1.114,1623444513585,1623444513587,100,2,2,
102,102,s960wy43vuq,false,1,192.168.1.114,1623444513595,1623444513597,100,2,2,
103,104,kdg823qkv7c,false,1,192.168.1.114,1623444513621,1623444513623,100,2,2,
105,105,zz5ywxmnnyo,false,1,192.168.1.114,1623444513631,1623444513633,100,2,2,
106,106,3mv852c9nk2,false,1,192.168.1.114,1623444513643,1623444513645,100,2,2,
104,103,89246733330F0000,true,3,192.168.1.112,1623444513609,1623444513625,100,16,,16
107,107,C1047383C5040000,true,3,192.168.1.112,1623444513656,1623444513670,100,14,,14
108,109,a57adide02,false,1,192.168.1.114,1623444513681,1623444513683,100,2,2,
109,108,9AE1540AF3950000,true,3,192.168.1.112,1623444513669,1623444513685,100,16,,16
110,110,f0it1sqv07o,false,1,192.168.1.114,1623444513692,1623444513694,100,2,2,
111,112,pvvtqz15gpl,false,1,192.168.1.114,1623444513716,1623444513718,100,2,2,
112,111,431457BBB39F0000,true,3,192.168.1.112,1623444513704,1623444513722,100,18,,18
113,113,rxm59ediv1,false,1,192.168.1.114,1623444513727,1623444513728,100,1,1,
114,114,xow3ui0zwi,false,1,192.168.1.114,1623444513737,1623444513739,100,2,2,
115,115,E388AB4E81FA0001,true,3,192.168.1.112,1623444513751,1623444513764,100,13,,13
116,117,hxcpm5xitso,false,1,192.168.1.114,1623444513775,1623444513777,100,2,2,
117,116,431F40E463D20001,true,3,192.168.1.112,1623444513763,1623444513779,100,16,,16
118,118,ksei1rdg2jo,false,1,192.168.1.114,1623444513787,1623444513789,100,2,2,
119,119,gvn08634yba,false,1,192.168.1.114,1623444513797,1623444513799,100,2,2,
120,120,8ryrfwj45zb,false,1,192.168.1.114,1623444513807,1623444513809,100,2,2,
121,121,zdma54pzmts,false,1,192.168.1.114,1623444513819,1623444513820,100,1,1,
124,123,D1404FD5D3C90001,true,3,192.168.1.112,1623444513844,1623444513858,100,14,,14
125,125,judx5yoqt6s,false,1,192.168.1.114,1623444513866,1623444513868,100,2,2,
126,127,t6mb4os9d2b,false,1,192.168.1.114,1623444513889,1623444513891,100,2,2,
127,126,4188E797239A0001,true,3,192.168.1.112,1623444513879,1623444513893,100,14,,14
128,128,9eooayjcrk,false,1,192.168.1.114,1623444513900,1623444513902,100,2,2,
129,129,0rkm0mkg5g,false,1,192.168.1.114,1623444513912,1623444513913,100,1,1,
130,130,6q6dc0cwbju,false,1,192.168.1.114,1623444513923,1623444513925,100,2,2,
131,131,aobi6zymbh,false,1,192.168.1.114,1623444513933,1623444513935,100,2,2,
132,133,28k980r5lcy,false,1,192.168.1.114,1623444513958,1623444513960,100,2,2,
133,132,85A4764CA3590001,true,3,192.168.1.112,1623444513946,1623444513962,100,16,,16
134,134,D374570BA3EF0000,true,3,192.168.1.112,1623444513971,1623444513985,100,14,,14
135,136,fobgakf0o1r,false,1,192.168.1.114,1623444513994,1623444513996,100,2,2,
136,135,C0C4034067E70000,true,3,192.168.1.112,1623444513984,1623444513998,100,14,,14
137,138,g5ffu1wyf6m,false,1,192.168.1.114,1623444514016,1623444514018,100,2,2,
138,137,C3AAB7DD035D0001,true,3,192.168.1.112,1623444514006,1623444514020,100,14,,14
139,139,4uxftk5qui6,false,1,192.168.1.114,1623444514028,1623444514029,100,1,1,
140,140,wan4spv6ltg,false,1,192.168.1.114,1623444514039,1623444514041,100,2,2,
141,141,it0cqzabodf,false,1,192.168.1.114,1623444514049,1623444514051,100,2,2,
142,142,ffrrtmv4ssh,false,1,192.168.1.114,1623444514061,1623444514063,100,2,2,
143,144,i7xulo6ss5,false,1,192.168.1.114,1623444514083,1623444514085,100,2,2,
144,143,C29768D248A30001,true,3,192.168.1.112,1623444514073,1623444514087,100,14,,14
145,145,ex5vxcat89,false,1,192.168.1.114,1623444514093,1623444514095,100,2,2,
146,146,q7npdxqbqv,false,1,192.168.1.114,1623444514105,1623444514106,100,1,1,
147,147,6xc2i4fbjit,false,1,192.168.1.114,1623444514116,1623444514118,100,2,2,
148,148,llbwuhri9s8,false,1,192.168.1.114,1623444514126,1623444514128,100,2,2,
149,150,1yelb1yayo5,false,1,192.168.1.114,1623444514151,1623444514152,100,1,1,
150,149,1175AB5563620001,true,3,192.168.1.112,1623444514139,1623444514154,100,15,,15
151,152,cm0bi0l2tgn,false,1,192.168.1.114,1623444514175,1623444514177,100,2,2,
152,151,C54473C479310000,true,3,192.168.1.112,1623444514164,1623444514179,100,15,,15
153,154,hcmplw9oxk,false,1,192.168.1.114,1623444514197,1623444514199,100,2,2,
154,153,424F530B75A20000,true,3,192.168.1.112,1623444514187,1623444514202,100,15,,15
155,155,c95ke36f2cu,false,1,192.168.1.114,1623444514209,1623444514210,100,1,1,
156,156,x3b44my70hg,false,1,192.168.1.114,1623444514220,1623444514222,100,2,2,
157,157,3ffn8q68c06,false,1,192.168.1.114,1623444514230,1623444514232,100,2,2,
158,158,dg3dlzrrcsb,false,1,192.168.1.114,1623444514240,1623444514242,100,2,2,
159,159,m0aycs8jpc,false,1,192.168.1.114,1623444514252,1623444514254,100,2,2,
160,160,ABC47ADA9FBC0001,true,3,192.168.1.112,1623444514265,1623444514280,100,15,,15
161,162,pd1fvza7xzg,false,1,192.168.1.114,1623444514287,1623444514289,100,2,2,
162,161,4FF450C64BA30000,true,3,192.168.1.112,1623444514277,1623444514292,100,15,,15
163,163,qhi61dthut,false,1,192.168.1.114,1623444514299,1623444514300,100,1,1,
164,164,we9jp3qnhfi,false,1,192.168.1.114,1623444514310,1623444514312,100,2,2,
165,165,lvyslh16rai,false,1,192.168.1.114,1623444514320,1623444514322,100,2,2,
166,166,vozott2vfac,false,1,192.168.1.114,1623444514331,1623444514333,100,2,2,
167,167,qikhd4jj95m,false,1,192.168.1.114,1623444514343,1623444514344,100,1,1,
168,168,C39462139A330001,true,3,192.168.1.112,1623444514356,1623444514369,100,13,,13
169,170,d6vooublw79,false,1,192.168.1.114,1623444514379,1623444514380,100,1,1,
170,169,02F45FB119E40001,true,3,192.168.1.112,1623444514368,1623444514383,100,15,,15
171,172,s43ziwewao,false,1,192.168.1.114,1623444514403,1623444514405,100,2,2,
172,171,30147D0993AF0000,true,3,192.168.1.112,1623444514392,1623444514407,100,15,,15
173,174,dfq1ikkkl0n,false,1,192.168.1.114,1623444514427,1623444514429,100,2,2,
122,122,433CA38E33860001,true,3,192.168.1.112,1623444513832,1623444513846,100,14,,14
174,173,43C45B8DCF800000,true,3,192.168.1.112,1623444514416,1623444514431,100,15,,15
175,175,ntp4yo6pfb,false,1,192.168.1.114,1623444514437,1623444514439,100,2,2,
123,124,spju91b3x5r,false,1,192.168.1.114,1623444513854,1623444513856,100,2,2,
176,176,rcv8zpyfpan,false,1,192.168.1.114,1623444514449,1623444514451,100,2,2,
177,177,c3gd684ufkw,false,1,192.168.1.114,1623444514459,1623444514461,100,2,2,
178,178,6F843F4A53F10000,true,3,192.168.1.112,1623444514472,1623444514486,100,14,,14
179,180,z5zqt1dez7i,false,1,192.168.1.114,1623444514497,1623444514499,100,2,2,
180,179,883E4FC843C90000,true,3,192.168.1.112,1623444514485,1623444514501,100,16,,16
181,182,2s869mv1ytz,false,1,192.168.1.114,1623444514520,1623444514522,100,2,2,
182,181,822467C5BC830000,true,3,192.168.1.112,1623444514510,1623444514524,100,14,,14
183,183,6v07fvt16y,false,1,192.168.1.114,1623444514531,1623444514533,100,2,2,
184,184,gnnwztzay6d,false,1,192.168.1.114,1623444514543,1623444514545,100,2,2,
185,185,04084E68D3AA0000,true,3,192.168.1.112,1623444514555,1623444514569,100,14,,14
186,186,D3F446D71DA30000,true,3,192.168.1.112,1623444514567,1623444514580,100,13,,13
187,187,9DF48F86A1390001,true,3,192.168.1.112,1623444514579,1623444514594,100,15,,15
188,189,mhjr5t4lbnq,false,1,192.168.1.114,1623444514602,1623444514604,100,2,2,
189,188,D8803DB6D1A80001,true,3,192.168.1.112,1623444514592,1623444514606,100,14,,14
190,190,po7i70tsnci,false,1,192.168.1.114,1623444514614,1623444514622,100,8,8,
191,191,29slpwf9dkx,false,1,192.168.1.114,1623444514625,1623444514627,100,2,2,
192,193,n5z55wssbl,false,1,192.168.1.114,1623444514647,1623444514649,100,2,2,
193,192,4216930A73DF0000,true,3,192.168.1.112,1623444514637,1623444514652,100,15,,15
194,195,y438r6ms0ak,false,1,192.168.1.114,1623444514672,1623444514674,100,2,2,
195,194,30147599D35F0000,true,3,192.168.1.112,1623444514660,1623444514676,100,16,,16
196,196,0084422B87260000,true,3,192.168.1.112,1623444514684,1623444514693,100,9,,9
197,197,v24mpenvrp,false,1,192.168.1.114,1623444514694,1623444514696,100,2,2,
199,199,CF0F53F27BFA0001,true,3,192.168.1.112,1623444514720,1623444514729,100,9,,9
198,198,43344BC613E20001,true,3,192.168.1.112,1623444514707,1623444514716,100,9,,9
200,200,3D098A03C5870000,true,3,192.168.1.112,1623444514733,1623444514742,100,9,,9
201,201,nx5d13y7xj8,false,1,192.168.1.114,1623444514745,1623444514747,100,2,2,
202,202,2ze4tgrbj5i,false,1,192.168.1.114,1623444514755,1623444514757,100,2,2,
203,203,8B34774563760001,true,3,192.168.1.112,1623444514771,1623444514780,100,9,,9
204,204,C874738B336F0000,true,3,192.168.1.112,1623444514787,1623444514796,100,9,,9
207,207,7h5mdwc6q05,false,1,192.168.1.114,1623444514826,1623444514828,100,2,2,
208,208,90947F79E3BF0000,true,3,192.168.1.112,1623444514842,1623444514851,100,9,,9
209,209,dg1l513o5xf,false,1,192.168.1.114,1623444514853,1623444514855,100,2,2,
210,210,40C91B47B01C0001,true,3,192.168.1.112,1623444514868,1623444514878,100,10,,10
211,211,8ft3klhqyf,false,1,192.168.1.114,1623444514880,1623444514882,100,2,2,
212,212,5cofipj3qo5,false,1,192.168.1.114,1623444514891,1623444514893,100,2,2,
213,213,430AD24636960001,true,3,192.168.1.112,1623444514905,1623444514915,100,10,,10
214,214,poxx9obp7ad,false,1,192.168.1.114,1623444514917,1623444514919,100,2,2,
215,215,44yjynpnkfi,false,1,192.168.1.114,1623444514929,1623444514931,100,2,2,
216,216,wzvoo01zb2n,false,1,192.168.1.114,1623444514940,1623444514942,100,2,2,
217,217,t8rblc5go8,false,1,192.168.1.114,1623444514952,1623444514954,100,2,2,
218,218,j6mv3rlh3bm,false,1,192.168.1.114,1623444514964,1623444514966,100,2,2,
219,219,eq5jnhlnmq7,false,1,192.168.1.114,1623444514976,1623444514978,100,2,2,
220,220,4114475D33960001,true,3,192.168.1.112,1623444514992,1623444515001,100,9,,9
221,221,D5E4774E03A90001,true,3,192.168.1.112,1623444515006,1623444515015,100,9,,9
222,222,r777gd3bw4s,false,1,192.168.1.114,1623444515019,1623444515021,100,2,2,
223,223,23z94nds8hv,false,1,192.168.1.114,1623444515030,1623444515032,100,2,2,
224,224,c8rqefksoxs,false,1,192.168.1.114,1623444515041,1623444515043,100,2,2,
225,225,7pg1ihb6vnn,false,1,192.168.1.114,1623444515052,1623444515054,100,2,2,
226,226,50B47B8D1B3C0000,true,3,192.168.1.112,1623444515068,1623444515077,100,9,,9
227,227,k6a9ikp9j6,false,1,192.168.1.114,1623444515079,1623444515082,100,3,3,
228,228,8irp28ohst9,false,1,192.168.1.114,1623444515092,1623444515094,100,2,2,
229,229,5v7xxltp0hs,false,1,192.168.1.114,1623444515103,1623444515105,100,2,2,
230,230,y2g3mb4rnyf,false,1,192.168.1.114,1623444515114,1623444515116,100,2,2,
231,231,E0E4A3ACD7590001,true,3,192.168.1.112,1623444515128,1623444515138,100,10,,10
232,232,49imcylh18l,false,1,192.168.1.114,1623444515140,1623444515142,100,2,2,
233,233,931423796D1C0001,true,3,192.168.1.112,1623444515154,1623444515163,100,9,,9
234,234,34E49D4C93C90001,true,3,192.168.1.112,1623444515170,1623444515179,100,9,,9
235,235,40345BDFDCD20000,true,3,192.168.1.112,1623444515184,1623444515194,100,10,,10
236,236,3504ta0woti,false,1,192.168.1.114,1623444515196,1623444515198,100,2,2,
239,239,5uskq579lf3,false,1,192.168.1.114,1623444515230,1623444515232,100,2,2,
240,240,4334EBC613E20001,true,3,192.168.1.112,1623444515244,1623444515253,100,9,,9
242,242,kmr1chirc5,false,1,192.168.1.114,1623444515267,1623444515269,100,2,2,
241,241,5ohcxgrqxs6,false,1,192.168.1.114,1623444515255,1623444515257,100,2,2,
243,243,188dboprbzw,false,1,192.168.1.114,1623444515278,1623444515280,100,2,2,
244,244,lofta08i9y,false,1,192.168.1.114,1623444515290,1623444515292,100,2,2,
245,245,aks39jd8mee,false,1,192.168.1.114,1623444515301,1623444515303,100,2,2,
246,246,2264FB0A31190000,true,3,192.168.1.112,1623444515315,1623444515324,100,9,,9
247,247,3wpcfqvcgko,false,1,192.168.1.114,1623444515326,1623444515328,100,2,2,
248,248,vf03rfvt479,false,1,192.168.1.114,1623444515336,1623444515338,100,2,2,
249,249,t7p1dhjcyn,false,1,192.168.1.114,1623444515348,1623444515351,100,3,3,
250,250,lwqf9lnh7t,false,1,192.168.1.114,1623444515359,1623444515362,100,3,3,
251,251,vc133o89qml,false,1,192.168.1.114,1623444515370,1623444515372,100,2,2,
252,252,ysjckif3skr,false,1,192.168.1.114,1623444515382,1623444515384,100,2,2,
253,254,20afh43ev72,false,1,192.168.1.114,1623444515409,1623444515412,100,3,3,
254,253,C1147FF8034E0000,true,3,192.168.1.112,1623444515398,1623444515414,100,16,,16
255,256,hb7xf9x5gja,false,1,192.168.1.114,1623444515434,1623444515436,100,2,2,
256,255,02294118C3800000,true,3,192.168.1.112,1623444515424,1623444515439,100,15,,15
258,259,rs21ryc3qxp,false,1,192.168.1.114,1623444515471,1623444515473,100,2,2,
257,257,ub0j8py1kti,false,1,192.168.1.114,1623444515445,1623444515448,100,3,3,
259,258,A334160A63190000,true,3,192.168.1.112,1623444515460,1623444515475,100,15,,15
260,260,2450n7gb1b6,false,1,192.168.1.114,1623444515481,1623444515484,100,3,3,
261,261,3ls8nkiie4h,false,1,192.168.1.114,1623444515492,1623444515494,100,2,2,
262,262,jd7gya6qjns,false,1,192.168.1.114,1623444515504,1623444515506,100,2,2,
263,263,h0knhi4wuy9,false,1,192.168.1.114,1623444515515,1623444515517,100,2,2,
264,265,pn4qdjoi6q,false,1,192.168.1.114,1623444515540,1623444515542,100,2,2,
265,264,4464E40283E00000,true,3,192.168.1.112,1623444515529,1623444515544,100,15,,15
266,266,odkqojhgmyh,false,1,192.168.1.114,1623444515551,1623444515553,100,2,2,
267,267,km70lvb9li,false,1,192.168.1.114,1623444515561,1623444515564,100,3,3,
268,268,7uugqje9c3v,false,1,192.168.1.114,1623444515572,1623444515575,100,3,3,
269,269,kf8jyvpa3m,false,1,192.168.1.114,1623444515584,1623444515586,100,2,2,
270,270,zzkv09fy4pq,false,1,192.168.1.114,1623444515596,1623444515598,100,2,2,
271,271,0l9ypluspgr,false,1,192.168.1.114,1623444515607,1623444515609,100,2,2,
272,272,88gktn3hqbe,false,1,192.168.1.114,1623444515617,1623444515619,100,2,2,
273,274,0ytu3hrcjrx,false,1,192.168.1.114,1623444515643,1623444515645,100,2,2,
274,273,F0240FC5DDA70000,true,3,192.168.1.112,1623444515632,1623444515648,100,16,,16
275,275,9l1jq4d7q8r,false,1,192.168.1.114,1623444515655,1623444515657,100,2,2,
276,276,bdcngdwxjmn,false,1,192.168.1.114,1623444515667,1623444515669,100,2,2,
277,277,putd7decoq9,false,1,192.168.1.114,1623444515678,1623444515680,100,2,2,
205,205,02D747CDCA880000,true,3,192.168.1.112,1623444514803,1623444514812,100,9,,9
278,278,uo2p007q77l,false,1,192.168.1.114,1623444515689,1623444515691,100,2,2,
279,280,1fdjwiy72sf,false,1,192.168.1.114,1623444515713,1623444515716,100,3,3,
206,206,5173wvobp8j,false,1,192.168.1.114,1623444514814,1623444514816,100,2,2,
280,279,E6FD47CB8E000001,true,3,192.168.1.112,1623444515703,1623444515718,100,15,,15
281,281,so9hpjve3y,false,1,192.168.1.114,1623444515724,1623444515726,100,2,2,
282,282,wz9wkc6s32,false,1,192.168.1.114,1623444515736,1623444515738,100,2,2,
283,283,9jk21r5tjkd,false,1,192.168.1.114,1623444515747,1623444515749,100,2,2,
284,284,21s2humzcpy,false,1,192.168.1.114,1623444515757,1623444515759,100,2,2,
285,286,3z23jrgqhbf,false,1,192.168.1.114,1623444515782,1623444515785,100,3,3,
286,285,4B664AC828A40001,true,3,192.168.1.112,1623444515772,1623444515787,100,15,,15
287,287,2rft1i8skwe,false,1,192.168.1.114,1623444515793,1623444515795,100,2,2,
288,288,82B46C58D3790000,true,3,192.168.1.112,1623444515809,1623444515825,100,16,,16
289,290,0j8j6izvfpsm,false,1,192.168.1.114,1623444515834,1623444515837,100,3,3,
290,289,46AE424F539D0001,true,3,192.168.1.112,1623444515824,1623444515839,100,15,,15
291,291,009A84FE33AB0001,true,3,192.168.1.112,1623444515849,1623444515863,100,14,,14
292,292,vbu521ppm7r,false,1,192.168.1.114,1623444515861,1623444515865,100,4,4,
293,293,C7648F0BE3A60000,true,3,192.168.1.112,1623444515875,1623444515889,100,14,,14
294,294,4ilpr4m513m,false,1,192.168.1.114,1623444515887,1623444515891,100,4,4,
295,295,mp4ohcsixc,false,1,192.168.1.114,1623444515899,1623444515901,100,2,2,
296,296,01B44F97BAEC0000,true,3,192.168.1.112,1623444515913,1623444515927,100,14,,14
297,297,1ljyqtmh4gw,false,1,192.168.1.114,1623444515925,1623444515929,100,4,4,
298,299,151ot3dfuc4,false,1,192.168.1.114,1623444515952,1623444515955,100,3,3,
299,298,C1127FDEFC580000,true,3,192.168.1.112,1623444515940,1623444515957,100,17,,17
300,300,0b9j1oy1zeu,false,1,192.168.1.114,1623444515964,1623444515966,100,2,2,
301,301,gvsa6azy0b,false,1,192.168.1.114,1623444515979,1623444515982,100,3,3,
302,302,h3brdf85ntd,false,1,192.168.1.114,1623444515991,1623444515993,100,2,2,
303,303,x4yr00ayio,false,1,192.168.1.114,1623444516002,1623444516004,100,2,2,
305,305,y1l5z6ce69f,false,1,192.168.1.114,1623444516028,1623444516033,100,5,5,
304,304,03952302735E0000,true,3,192.168.1.112,1623444516016,1623444516030,100,14,,14
306,306,6cyok17562b,false,1,192.168.1.114,1623444516039,1623444516042,100,3,3,
307,307,1ekelzb0x3bj,false,1,192.168.1.114,1623444516051,1623444516053,100,2,2,
308,308,2wic811fpad,false,1,192.168.1.114,1623444516062,1623444516064,100,2,2,
